company_name,domain,description,booth,email,city,full_address,mobile_primary
Idealcombi UK Limited,,,321,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
In-Cut Heating,,,431,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
jardin de france,jardin-defrance.com,,447,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
JCT Insurance Expert,asisltd.co.uk,,344,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
JK Floorheating,jk-gb.com,,220,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Lacanche Range Cookers,,,333,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Lifetime Shutters,lifetimeshutters.co.uk,,105,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Lizzie Price Shading Solutions,,,V5,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Lumination Lighting Ltd,,,415,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Lynea Architects,,,340,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Mayflower Mortgages,mayflowermortgage.co.uk,,228,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
MBC Timber Frame UK Ltd,,,332,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Met Therm Windows,metthermwindows.co.uk,<span>We manufacture and install the </span><b>AG210</b><span> '</span><u>The Slimmest Thermally Broken 'A+10 Rated' Metal Windows & Doors</u><span>'.</span><span></span><div> </div><div><ul><li>Slim Sightlines from 23mm </li><li>Thermally Broken Frame </li><li>Replacements & New Build </li><li>Family Run </li><li>1.4 U-Value</li><li>Welded Corners </li><li>Welded Hinges </li><li>Multi-point Locking </li><li>250+ Classic RAL Colours </li><li>Dual Colour Frame options </li><li>PAS24 Tested </li></ul></div>,129,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Mike Wye Ltd,,,137,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Millman's Yard,millmansyard.com,"<strong>Engineered Flooring. Outlet Prices.</strong><p></p> <p>We stock a huge range of engineered wood flooring at clearance prices.</p> <p><strong>Deep Discounts</strong><br /> Engineered wood flooring from top brands, sold at a fraction of the retail price.</p> <p><strong>100+ Lines on Display</strong><br /> Plank, extra wide plank, herringbone, narrow herringbone, chevron and parquetry panels to browse in person.</p> <p><strong>Every Shade and Finish</strong><br /> From rustic oak to contemporary grey tones, matt to lacquered, and a range of textures throughout.</p> <p><strong>See Before You Buy</strong><br /> Full size display boards so you can see exactly what you are getting before you commit.</p> <p><strong>Collection or Delivery</strong><br /> Load up on site or arrange local delivery. Easy access and free parking at the yard.</p> <p><strong>Visit Us</strong><br /> Millmans Yard, Station Yard, Padgate, Warrington, WA1 4JR</p> <p>Contact Luca Calderisi, Yard Manager<br /> <a href=""mailto:Luca@millmansyard.co.uk"">Luca@millmansyard.co.uk</a> | 07980 910689<br /> millmansyard.co.</p>",436,Luca@millmansyard.co.uk,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
MJ Vent Services,,,208,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Mulberry Silk,,,536,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Multipipe,,,304,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
My Home Solar / My Home Resin,,,237,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
New Wave Doors,,,318,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Nordvest UK Ltd,nordvest.co.uk,,143,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Norrsken Limited,,,305,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Nuheat Underfloor Heating & Renewables,nu-heat.co.uk,,326,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Oakdale,oakdalebeds.co.uk,,418,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Octopus Energy,apuk.net,,430,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
ODC Door & Glass Systems Ltd,odcglass.co.uk,"With two large showrooms and our own factory, ODC Glass specialises in bespoke aluminium glazing, combining design innovation with technical precision. Whether you are about to embark on the renovation of your family home or building a house from scratch, we are here to advise you on the best glazing solutions for your project.",229,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
PDT Bespoke Aluminium / Spitfire Doors,spitfiredoors.co.uk,,235,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Pinnacle Wood Working and Design,,,537,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Platinum Lifts Ltd,platinum-lifts.co.uk,,509,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Point 1 Building Systems Ltd,point1buildingsystems.com,,102,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Protek Warranty,protekwarranty.co.uk,,407,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
R-Wall Ltd,r-wall.co.uk,,201,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Rega Ventilation Ltd,regavent.co.uk,,406,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
RenewaBULL Energy,,,202,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Richer Sounds Plc,richersounds.com,,334,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Roderick James Architects,rjarchitects.co.uk,"We are the UK’s leading independent designers of contemporary and traditional timber frame buildings. Specialising in the use of green oak frames, our designs have particular emphasis on space, light and sustainability.<br /><br />We have extensive experience with renewable technologies, natural building materials and waterside buildings, along with working on Listed Buildings and in Conservation and Coastal Areas, AONBs and National Parks.<br /><br />We work throughout the UK, as well as further abroad, and have offices in Devon, Wiltshire, and Scotland.",323,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
SAS (Europe) Ltd,sas-europe.com,,325,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Seconds And Co Limited,,,120,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Self Build Vat Reclaims,,,513,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Self-Build Zone,,,134,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Sigma Design,,,238,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Sip Hus,sip-hus.com,,122,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
SL Quantity Surveying,slqssw.co.uk,,527,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Sleepmaster Therapy Limited,sleepmastertherapy.co.uk,,450,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
South Somerset Shutters,,,252,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
South West Heat Pumps,,,306,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
South West Ventilation,,,521,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Spray Cork UK,,,424,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Stiebel eltron,stiebel-eltron.co.uk,,404,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Subsidence Ltd,subsidenceltd.co.uk,,440,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Sungrow Renewables Development Co,,,317,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Sunlit Solar,rogerselectricians.co.uk,,203,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Supersoft Shower,,,147,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Sustain Heating & Renewables,sustainheating.com,,139,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Swansea Building Society,swansea-bs.co.uk,,111,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
TCA Solar,tcasolar.co.uk,"<h3><span>More than 30 years in the business</span></h3><div><p><span>TCA Solar Ltd is one of the most well-respected solar installers based in the Midlands area, with hundreds of residential and commercial clients. We are a close-run business and we care deeply about what we do providing UK wide service.</span></p><p><span><br /></span></p><p><span>Founded by Lee and Simon, we are dedicated to providing the highest level of service at competitive prices. Your happiness with service is our greatest satisfaction!</span></p></div>",515,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
The Bin Box,hidemybin.co.uk,"<b><sup>Hide My Bin (The Bin Box LTD)</sup></b><p></p> <p><sup>Handcrafted Timber Garden Structures & Premium Outdoor Storage</sup></p> <p><sup>Welcome to Hide My Bin!</sup></p> <p><sup>Handcrafted right here in Somerset, we design and manufacture premium timber garden structures and outdoor storage solutions built to transform your home’s exterior. Whether you are embarking on a complete self-build, upgrading your landscaping, or simply looking to banish unsightly kerbside clutter, our handcrafted products blend heavy-duty durability with timeless architectural style.</sup></p> <p><b><sup><span>🌟</span><span> Featured Highlight: The Award-Nominated Hexagonal 'Gondola Pod'</span></sup></b></p> <p><sup>Rethink your garden seating and outdoor dining.</sup></p> <p></p><ul><li><sup>Shortlisted for the prestigious New Product Award at Glee 2026 and finishing a very close 2nd place, our Hexagonal Gondola Pod is an award-recognised 6-8 seater wooden garden pod engineered to create a striking focal point in any home garden or outdoor living space.</sup></li><li><sup>Award-Nominated Design: Recognised by industry judges at Glee 2026 as one of the top new garden products of the year.</sup></li><li><sup>Unique 6-Sided Geometry: Designed specifically to foster face-to-face socialising, complete with two comfortable integrated benches on opposite sides of a central 6ft dining table.</sup></li><li><sup>Architectural Low-Pitch Canopy: Features a sleek low-pitch roof lined with high-grade breathable membrane and overlapping external feather boards to ensure total weatherproofing without overpowering your garden landscape.</sup></li><li><sup>Built to Last: Constructed from C24 graded timber framing and Scandinavian decking boards, engineered for heavy year-round use.</sup></li><li><sup>Minimal Visible Fixings: Carefully crafted using high-gauge galvanised fixings placed discreetly for a clean, premium internal finish.</sup></li><li><sup>Bespoke Options: Customise your build with full rear privacy panels, integrated low-voltage or solar festoon lighting or our lates edition of 5"" Castors (Only suitable on solid ground).</sup></li><li><sup>Hassle-Free Delivery & Build Included: Delivered directly to your home and professionally assembled by our team in just 2 to 4 hours (including base levelling on uneven ground).</sup></li></ul><p></p> <p><sup> </sup></p> <p><span><b><sup>Premium Wheelie Bin & Recycling Storage Solutions</sup></b></span></p> <p><sup>Transform your driveway or entrance from messy to magnificent. Our range of wheelie bin and recycling box stores conceals essential household refuse while adding structural beauty to your garden.</sup></p> <p><sup>100% British Craftsmanship: Handcrafted in Cheddar using locally sourced, FSC-certified pressure-treated timber with an expected outdoor life of 10+ years.</sup></p> <p><sup>Seamless Convenience: Features hinged tops with auto-lift lid chains so your bin opens simultaneously with the store lid, keeping your hands clean.</sup></p> <p><sup>Versatile Configurations: Choose from single, double, triple, or quad stores, as well as combination units housing both wheelie bins and multi-tiered recycling boxes.</sup></p> <p><sup>Optional Green Roof Planters: Integrate living flora into your storage structure with custom removable planter tops.</sup></p> <p><sup> </sup></p> <p><span><b><sup>Why Choose Hide My Bin for Your Home Renovation Project?</sup></b></span></p> <p><sup>Delivered Fully Assembled: No flat-pack headaches—our storage products arrive fully built straight to your garden.<br /> Other Matching Product: We also offer wooden garden planters, parcel boxes and other bespoke storage items to match our other products.<br /> <br /> </sup></p> <p><span><b><sup>Visit Us at The Bath & West Showground</sup></b></span></p> <p><sup>Come see the award-nominated Gondola Pod and our storage range in person this November!</sup></p> <p><sup>Talk to our founder and team about custom sizing, delivery options, and how we can help complete your dream outdoor space.</sup></p> <p><sup>Gondola Pod: Displayed Outside next to Catering & Seating Area's</sup></p> <p><sup>Talk to us: Inside: Stand 432 - Along the back wall, diagonally opposite the main entrance.</sup></p> <p><sup>Business Location: Cheddar, Somerset, UK</sup></p> <p><sup>Website: www.HideMyBin.co.uk</sup></p> <p><sup>Email: home@hidemybin.co.uk</sup></p> <p><sup>Phone: 07934899666</sup></p>",432,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
The Fell Partnership,thefellpartnership.co.uk,"Official distributors for Nudura Insulated Concrete Formwork, Illbruck, Dryvit, Nullifire and all Tremco CPG products.",V2,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
The Glass Balustrade Company,glassbalustradecompany.co.uk,,106,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
The Somerset Oak Frame Company,,,214,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
The Unico System,renewableenergywarehouse.org,,245,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Then Now When,thennowwhen.co.uk,"<span>Then Now When combine sustainable architecture and heritage expertise to create imaginative, yet grounded spaces. Supporting our clients to do what’s best for them, their building and the environment.</span><br />",200,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Tiny House Pro,space-pro.co.uk,,V2,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Tor Renewables,torrenewables.co.uk,,212,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Toulan,,,427,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Triple X,,,512,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Utility Warehouse,,,142,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Vastern Timber Company Limited,,,243,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
VAT reclaim by Andrew Jones,vat431.co.uk,,433,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Venetian Plastering South West,,,124,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Verbena Landscape and Garden Design,verbenalandscapes.co.uk,,116,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Vertix Systems,vertix.systems,"<span>Vertix Systems is a manufacturer of metal standing seam systems for roof and wall applications and supplier of integrated Solar PV solutions for roofs. <span>Vertix EasySeam Roof and Wall Cladding Systems come with quality, durability and sustainability built in and are backed up by expert technical support and quick and responsive service. </span></span><p></p><p><span> </span>Our systems can be used for new build and refurbishment projects and are suited to a wide range of applications including individual homes and larger scale residential projects including apartments. </p><p> <b>Why choose Vertix Systems?</b></p><p></p>Professional technical expertise that includes installation support.<br />Short lead times supported by a quick and responsive service.<br />Flexible delivery options and logistics offering to suit customer requirements.<br />Robust packaging providing protection onsite.<br />Choice of material supplier and colours.<br />Wide range of standing seam profiles and widths, delivering improved aesthetics.<br />Full system of parts available for roof and wall cladding, including soffits, fascias, gutters and downpipes.<br />Complimentary Bill of Materials (BOM)<br />Sustainable design and UK manufacture for a lower carbon footprint.<br />Bespoke roof and wall cladding systems which are manufactured to BS EN 14783:2013.<br />Integrated Solar PV option available.Part of the Resource group of businesses serving the construction sector.<br /><p></p>",337,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
We Furnish UK,wefurnish.uk,,451,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Western Design Architects,westerndesignarchitects.com,,329,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Wiltshire Renewables Ltd,wiltshirerenewables.co.uk,,410,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Windhager UK,,,148,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Windsor Hill Mortgages Limited,,,100,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
Wooden Windows,,,145,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
WWF,wwf.org.uk,"Founded in 1961, WWF is the world’s leading independent conservation organization working in more than 100 countries to create solutions to the most important environmental challenges facing the planet so that people and nature can thrive. Their work centres around restoring wildlife, sustaining forests and oceans and reducing carbon emissions.",526,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
www.HOTWATERTAPS.com,hotwatertaps.com,,336,,Shepton Mallet,"Bath & West Showground, Shepton Mallet, Somerset, BA4 6QN, United Kingdom",
